corner,vdd,temp,vcont,s0,s1,freq,current
sf,1.8,27.0,1.5,0,0,127500000,0.0001396256470908977275568110797
fs,1.8,27.0,1.5,0,0,140000000,0.0001873889498603784905377365566
sf,1.8,27.0,1.4,1,0,142500000,0.0001461370628015799605009874753
fs,1.8,27.0,1.1,0,0,102500000,0.0001448339355423364415889602760
tt,1.8,27.0,1.5,0,0,137500000,0.0001673373913665158371040723982
fs,1.8,27.0,1.1,0,0,102500000,0.0001413151012681682957926051849
ff,1.8,27.0,1.1,0,0,140000000,0.0001797985715885102872428189295
ff,1.8,27.0,1.1,0,0,140000000,0.0001777905784114647133821654459
tt,1.8,27.0,1.5,0,0,137500000,0.0001701455526861328466788330292
ss,1.8,27.0,1.5,0,1,147500000,0.0001421697145822104447388815280
ss,1.8,27.0,1.1,0,0,85000000.0,0.0001100330607940751481212969676
ss,1.8,27.0,1.1,0,0,85000000.0,0.0001094124170564060898477538062
ss,1.8,27.0,1.5,0,1,147500000,0.0001413365257098072548186295343
ff,1.8,27.0,1.8,1,1,362500000,0.0002721968298405789855253618660
ff,1.8,27.0,1.8,1,1,367500000,0.0002738550705610109747256318592
ff,1.8,27.0,1.4,1,1,342500000,0.0002586166982679933001674958126
ff,1.8,27.0,1.4,1,1,345000000,0.0002656280509298517537061573461
sf,1.8,27.0,1.1,0,1,165000000,0.0001402987625498062548436289093
sf,1.8,27.0,1.1,0,1,165000000,0.0001418866145563110922226944326
fs,1.8,27.0,1.5,0,1,197500000,0.0002065658427476563085922851929
fs,1.8,27.0,1.1,0,1,150000000,0.0001628039657893802654933626659
fs,1.8,27.0,1.5,0,1,200000000,0.0002108600511251218719532011700
fs,1.8,27.0,1.1,0,1,150000000,0.0001629962717958801029974250644
tt,1.8,27.0,1.5,0,1,207500000,0.0001935522180771230719232019200
sf,1.8,27.0,1.4,1,1,250000000,0.0001747393900286742831429214270
ss,1.8,27.0,1.5,1,0,105000000,0.0001281885136802079948001299968
ss,1.8,27.0,1.1,0,1,120000000,0.0001171507883001124971875703107
tt,1.8,27.0,1.5,0,1,202500000,0.0001884991791287467813304667383
ff,1.8,27.0,1.1,0,1,217500000,0.0002069709690892227694307642309
ss,1.8,27.0,1.1,0,1,125000000,0.0001188385396184645383865403365
ff,1.8,27.0,1.1,0,1,217500000,0.0002076413729661508462288442789
ss,1.8,27.0,1.5,1,0,110000000,0.0001317522000693982650433739157
tt,1.8,27.0,1.1,0,0,112500000,0.0001455362533948151296217594560
tt,1.8,27.0,1.1,0,0,112500000,0.0001427635511865203369915752106
sf,1.8,27.0,1.1,1,0,127500000,0.0001342954499934751631209219770
ff,1.8,27.0,1.5,0,0,167500000,0.0002086780585156621084472888178
ff,1.8,27.0,1.5,0,0,167500000,0.0002042211159382015449613759656
sf,1.8,27.0,1.1,1,0,127500000,0.0001315033678272043198920026999
fs,1.8,27.0,1.5,1,0,130000000,0.0001898506874900627484312892178
fs,1.8,27.0,1.1,1,0,97500000.0,0.0001458986804980375490612734682
fs,1.8,27.0,1.1,1,0,95000000.0,0.0001460345904925876853078673033
fs,1.8,27.0,1.5,1,0,125000000,0.0001827411673630659233519162021
sf,1.8,27.0,1.5,0,0,127500000,0.0001400019213987400314992125197
tt,1.8,27.0,1.5,1,0,152500000,0.0001728929570901727456813579661
ss,1.8,27.0,1.1,1,0,87500000.0,0.0001142674217072623184420389490
ss,1.8,27.0,1.5,1,1,167500000,0.0001445331880237494062648433789
ss,1.8,27.0,1.1,1,0,90000000.0,0.0001111580076101822454438639034
tt,1.8,27.0,1.5,1,0,150000000,0.0001682426645494612634684132897
ss,1.8,27.0,1.5,1,1,150000000,0.0001402033992968175795605109872
ff,1.8,27.0,1.1,1,0,160000000,0.0001912922269520011999700007500
ff,1.8,27.0,1.1,1,0,160000000,0.0001850966602815429614259643509
tt,1.8,27.0,1.1,0,1,167500000,0.0001590468492566185845353866153
tt,1.8,27.0,1.1,0,1,170000000,0.0001619011392159196020099497513
sf,1.8,27.0,1.1,1,1,232500000,0.0001624196260857478563035924102
sf,1.8,27.0,1.1,1,1,237500000,0.0001638286011647958801029974251
ff,1.8,27.0,1.5,0,1,255000000,0.0002399184565832604184895377616
ff,1.8,27.0,1.5,0,1,257500000,0.0002354886568037299067523311917
fs,1.8,27.0,1.5,1,1,172500000,0.0002076901692322191945201369966
fs,1.8,27.0,1.1,1,1,147500000,0.0001675214025317617059573510662
fs,1.8,27.0,1.1,1,1,160000000,0.0001713976043556661083472913177
fs,1.8,27.0,1.5,1,1,180000000,0.0002039305339939501512462188445
sf,1.8,27.0,1.5,0,1,182500000,0.0001524734239149271268218294543
tt,1.8,27.0,1.5,1,1,240000000,0.0002035546323669408264793380165
ss,1.8,27.0,1.1,1,1,142500000,0.0001251836943282917927051823704
ss,1.8,27.0,1.6,0,0,110000000,0.0001308794976035349116272093198
ss,1.8,27.0,1.1,1,1,140000000,0.0001292178212810179745506362341
sf,1.8,27.0,1.5,0,1,185000000,0.0001555258765981850453738656534
ss,1.8,27.0,1.6,0,0,110000000,0.0001326518915725856853578660533
tt,1.8,27.0,1.5,1,1,255000000,0.0002034737202862178445538861528
tt,1.8,27.0,1.1,1,0,122500000,0.0001491323460145496362590935227
tt,1.8,27.0,1.1,1,0,122500000,0.0001490998167478063048423789405
ff,1.8,27.0,1.1,1,1,307500000,0.0002326553945002374940626484338
ff,1.8,27.0,1.1,1,1,310000000,0.0002363829538769530761730956726
sf,1.8,27.0,1.2,0,0,117500000,0.0001291930497266318342041448964
sf,1.8,27.0,1.2,0,0,117500000,0.0001284741987962050948726281843
ff,1.8,27.0,1.5,1,0,192500000,0.0002134261157215069623259418515
ff,1.8,27.0,1.5,1,0,192500000,0.0002143526102949176270593235169
fs,1.8,27.0,1.6,0,0,145000000,0.0001958721263811404714882127947
fs,1.8,27.0,1.2,0,0,120000000,0.0001632448672983175420614484638
fs,1.8,27.0,1.2,0,0,120000000,0.0001614336655367365815854603635
fs,1.8,27.0,1.6,0,0,145000000,0.0001987612015653108672283192920
ss,1.8,27.0,1.2,0,0,95000000.0,0.0001192020879831004224894377641
sf,1.8,27.0,1.5,1,0,145000000,0.0001437350242532186695332616685
tt,1.8,27.0,1.6,0,0,140000000,0.0001656605635928101797455063623
ss,1.8,27.0,1.6,0,1,145000000,0.0001453342938482537936551586210
ss,1.8,27.0,1.2,0,0,95000000.0,0.0001191913029833104172395690108
ss,1.8,27.0,1.6,0,1,152500000,0.0001424999889991500212494687633
sf,1.8,27.0,1.5,1,0,145000000,0.0001437495308049548761280967976
tt,1.8,27.0,1.6,0,0,140000000,0.0001754250596113347166320841979
tt,1.8,27.0,1.1,1,1,220000000,0.0001757474476637834054148646284
tt,1.8,27.0,1.1,1,1,235000000,0.0001802212718631034224144396390
ff,1.8,27.0,1.2,0,0,152500000,0.0001919377758361790955226119347
ff,1.8,27.0,1.2,0,0,152500000,0.0001901266763982400439989000275
sf,1.8,27.0,1.2,0,1,172500000,0.0001516579614167395815104622384
sf,1.8,27.0,1.2,0,1,172500000,0.0001469832666249193770155746106
ff,1.8,27.0,1.5,1,1,355000000,0.0002754831868969775755606109847
ff,1.8,27.0,1.5,1,1,355000000,0.0002775528012510937226569335767
fs,1.8,27.0,1.6,0,1,197500000,0.0002146615068748281292967675808
fs,1.8,27.0,1.2,0,1,167500000,0.0001815623553870403239919002025
ss,1.8,27.0,1.2,0,1,132500000,0.0001308961995053623659408514787
fs,1.8,27.0,1.2,0,1,172500000,0.0001813964742417189570260743481
fs,1.8,27.0,1.6,0,1,182500000,0.0002095565564491637709057273568
ss,1.8,27.0,1.6,1,0,105000000,0.0001335763992429939251518712032
ss,1.8,27.0,1.2,0,1,127500000,0.0001304358912507687307817304567
sf,1.8,27.0,1.5,1,1,262500000,0.0001769534461220719482012949676
tt,1.8,27.0,1.6,0,1,205000000,0.0001895684221854953626159346016
ss,1.8,27.0,1.6,1,0,112500000,0.0001306128994969375765605859854
sf,1.8,27.0,1.5,1,1,255000000,0.0001733589869827504312392190195
tt,1.8,27.0,1.6,0,1,205000000,0.0001876027326430089247768805780
tt,1.8,27.0,1.2,0,0,125000000,0.0001543151547360565985850353741
tt,1.8,27.0,1.2,0,0,125000000,0.0001541549666980825479363015925
sf,1.8,27.0,1.2,1,0,135000000,0.0001377325786540586485337866553
sf,1.8,27.0,1.2,1,0,135000000,0.0001352446446955576110597235069
ff,1.8,27.0,1.2,0,1,235000000,0.0002142145987389315267118322042
ff,1.8,27.0,1.2,0,1,235000000,0.0002214731403235169120771980700
ff,1.8,27.0,1.6,0,0,170000000,0.0002118798290141496462588435289
ff,1.8,27.0,1.6,0,0,170000000,0.0002138993880208494787630309242
fs,1.8,27.0,1.6,1,0,135000000,0.0001964221926881077973050673733
ss,1.8,27.0,1.2,1,0,97500000.0,0.0001161456854941326466838329042
fs,1.8,27.0,1.2,1,0,112500000,0.0001624233136105597360065998350
fs,1.8,27.0,1.2,1,0,112500000,0.0001664908047572560685982850429
ss,1.8,27.0,1.2,1,0,92500000.0,0.0001196669901446413839654008650
ss,1.8,27.0,1.6,1,1,160000000,0.0001498487147421564460888477788
fs,1.8,27.0,1.6,1,0,132500000,0.0001905057406399090022749431264
sf,1.8,27.0,1.6,0,0,127500000,0.0001395508964548886277843053924
tt,1.8,27.0,1.6,1,0,155000000,0.0001723001959705757356066098348
ss,1.8,27.0,1.6,1,1,162500000,0.0001502876817898802529936751581
tt,1.8,27.0,1.6,1,0,150000000,0.0001749440630779230519237019075
sf,1.8,27.0,1.6,0,0,127500000,0.0001428172535398615034624134397
tt,1.8,27.0,1.2,0,1,182500000,0.0001727553918046048848778780530
tt,1.8,27.0,1.2,0,1,182500000,0.0001711804067314317142071448214
sf,1.8,27.0,1.2,1,1,247500000,0.0001766482127484062898427539312
sf,1.8,27.0,1.2,1,1,247500000,0.0001714611217300067498312542186
ff,1.8,27.0,1.2,1,0,175000000,0.0002020786871611959701007474813
ff,1.8,27.0,1.2,1,0,175000000,0.0002057705627792055198620034499
ss,1.8,27.0,1.2,1,1,147500000,0.0001356767287593310167245818855
fs,1.8,27.0,1.6,1,1,205000000,0.0002182823775203869903252418690
ff,1.8,27.0,1.6,0,1,260000000,0.0002397365888076548086297842554
ss,1.8,27.0,1.2,1,1,147500000,0.0001330219099711757206069848254
fs,1.8,27.0,1.2,1,1,155000000,0.0001798388643046423839404014900
ff,1.8,27.0,1.6,0,1,262500000,0.0002415455485563610909727256819
ss,1.8,27.0,1.7,0,0,110000000,0.0001370250406093597660058498538
fs,1.8,27.0,1.2,1,1,177500000,0.0001887394150440488987775305617
fs,1.8,27.0,1.6,1,1,177500000,0.0002137859525012624684382890428
ss,1.8,27.0,1.7,0,0,110000000,0.0001390324472650933726656833579
sf,1.8,27.0,1.6,0,1,187500000,0.0001550358819562260943476413090
tt,1.8,27.0,1.6,1,1,267500000,0.0002065683695768105797355066123
tt,1.8,27.0,1.6,1,1,255000000,0.0002050969206153096172595685108
sf,1.8,27.0,1.6,0,1,185000000,0.0001565361951738706532336691583
tt,1.8,27.0,1.2,1,0,135000000,0.0001565534895141121471963200920
tt,1.8,27.0,1.2,1,0,135000000,0.0001617229933564410889727756806
sf,1.8,27.0,1.3,0,0,122500000,0.0001319777685691107722306942326
sf,1.8,27.0,1.3,0,0,122500000,0.0001395697613928901777455563611
ff,1.8,27.0,1.2,1,1,320000000,0.0002456373381403714907127321817
ff,1.8,27.0,1.2,1,1,325000000,0.0002516071436314342141446463838
ss,1.8,27.0,1.3,0,0,100000000,0.0001244846301997700057498562536
ss,1.8,27.0,1.3,0,0,102500000,0.0001228057367335566610834729132
fs,1.8,27.0,1.7,0,0,147500000,0.0002010384465136871578210544736
ss,1.8,27.0,1.7,0,1,147500000,0.0001439225435761105972350691233
fs,1.8,27.0,1.3,0,0,130000000,0.0001742201448589285267868303292
ff,1.8,27.0,1.6,1,0,192500000,0.0002160880978548036299092522687
ff,1.8,27.0,1.6,1,0,195000000,0.0002174239154564385890352741181
fs,1.8,27.0,1.3,0,0,130000000,0.0001716159769016274593135171621
fs,1.8,27.0,1.7,0,0,147500000,0.0001944138682317442063948401290
ss,1.8,27.0,1.7,0,1,150000000,0.0001501862881534461638459038524
sf,1.8,27.0,1.6,1,0,147500000,0.0001418989768450038749031274218
tt,1.8,27.0,1.7,0,0,142500000,0.0001722836568328541786455338617
tt,1.8,27.0,1.7,0,0,140000000,0.0001809765807736306592335191620
sf,1.8,27.0,1.6,1,0,145000000,0.0001483783752430689232769180770
tt,1.8,27.0,1.2,1,1,235000000,0.0001882914149881252968675783105
tt,1.8,27.0,1.2,1,1,242500000,0.0001884493474287142821429464263
sf,1.8,27.0,1.3,0,1,182500000,0.0001547844376310142246443838904
sf,1.8,27.0,1.3,0,1,177500000,0.0001522028312872928176795580110
ss,1.8,27.0,1.3,0,1,140000000,0.0001389281156152346191345216370
ff,1.8,27.0,1.3,0,0,160000000,0.0001971522254651883702907427314
ss,1.8,27.0,1.3,0,1,142500000,0.0001357949169821254468638284043
ff,1.8,27.0,1.3,0,0,160000000,0.0002020754595415174028149296268
ss,1.8,27.0,1.7,1,0,112500000,0.0001356246495673858153546161346
fs,1.8,27.0,1.7,0,1,205000000,0.0002174656060333491662708432289
fs,1.8,27.0,1.3,0,1,180000000,0.0001954504894315392115197120072
ss,1.8,27.0,1.7,1,0,110000000,0.0001349954281866953326166845829
fs,1.8,27.0,1.3,0,1,182500000,0.0001939710055821854453638659034
fs,1.8,27.0,1.7,0,1,200000000,0.0002159997895760605984850378741
sf,1.8,27.0,1.6,1,1,255000000,0.0001776777028548286292842678933
ff,1.8,27.0,1.6,1,1,362500000,0.0002730635591707207319817004575
ff,1.8,27.0,1.6,1,1,352500000,0.0002703082478878278043048923777
tt,1.8,27.0,1.7,0,1,207500000,0.0001913819175102622434439139022
tt,1.8,27.0,1.7,0,1,207500000,0.0001843585734188645283867903302
sf,1.8,27.0,1.6,1,1,257500000,0.0001796289229985250368740781480
tt,1.8,27.0,1.3,0,0,130000000,0.0001560276765828854278643033924
sf,1.8,27.0,1.3,1,0,140000000,0.0001383270484038899027524311892
tt,1.8,27.0,1.3,0,0,130000000,0.0001593707095156621084472888178
sf,1.8,27.0,1.3,1,0,140000000,0.0001379896582829179270518237044
ss,1.8,27.0,1.3,1,0,100000000,0.0001225815830802879928001799955
ss,1.8,27.0,1.3,1,0,105000000,0.0001259291454709882252943676408
ss,1.8,27.0,1.7,1,1,155000000,0.0001489410787374565635859103522
ff,1.8,27.0,1.3,0,1,245000000,0.0002243798511907452313692157696
fs,1.8,27.0,1.7,1,0,122500000,0.0001957279079560010999725006875
ff,1.8,27.0,1.3,0,1,245000000,0.0002228982126630334241643958901
fs,1.8,27.0,1.3,1,0,125000000,0.0001721479097288067798305042374
ss,1.8,27.0,1.7,1,1,160000000,0.0001455957702375190620234494138
fs,1.8,27.0,1.3,1,0,120000000,0.0001763228798909777255568610785
fs,1.8,27.0,1.7,1,0,135000000,0.0002020270417093822654433639159
sf,1.8,27.0,1.7,0,0,127500000,0.0001389656305913852153696157596
tt,1.8,27.0,1.7,1,0,152500000,0.0001744514387706307342316442089
ff,1.8,27.0,1.7,0,0,172500000,0.0002108704744011649708757281068
ff,1.8,27.0,1.7,0,0,172500000,0.0002092569710654983625409364766
sf,1.8,27.0,1.7,0,0,127500000,0.0001438796516878078048048798780
tt,1.8,27.0,1.7,1,0,155000000,0.0001833992115322616934576635584
tt,1.8,27.0,1.3,0,1,190000000,0.0001811275510296742581435464113
sf,1.8,27.0,1.3,1,1,255000000,0.0001771376638978525536861578461
sf,1.8,27.0,1.3,1,1,250000000,0.0001731713914536636584085397865
tt,1.8,27.0,1.3,0,1,192500000,0.0001756297071624459388515287118
ss,1.8,27.0,1.3,1,1,160000000,0.0001387340031968950776230594235
ss,1.8,27.0,1.3,1,1,157500000,0.0001405810542231694207644808880
ss,1.8,27.0,1.8,0,0,112500000,0.0001358318497160320991975200620
fs,1.8,27.0,1.7,1,1,177500000,0.0002150038321428964275893102672
ff,1.8,27.0,1.3,1,0,182500000,0.0002054570903742906427339316517
ss,1.8,27.0,1.8,0,0,112500000,0.0001348089813147671308217294568
ff,1.8,27.0,1.3,1,0,182500000,0.0002017073381331716707082322942
fs,1.8,27.0,1.3,1,1,177500000,0.0001964609644358891027724306892
fs,1.8,27.0,1.3,1,1,177500000,0.0001962325029469513262168445789
sf,1.8,27.0,1.7,0,1,187500000,0.0001570645317262568435789105272
fs,1.8,27.0,1.7,1,1,200000000,0.0002190433936097097572560685983
tt,1.8,27.0,1.7,1,1,265000000,0.0002147358787903052423689407765
ff,1.8,27.0,1.7,0,1,260000000,0.0002434345243067173320666983325
sf,1.8,27.0,1.7,0,1,187500000,0.0001606092167838554036149096273
ff,1.8,27.0,1.7,0,1,267500000,0.0002425228762190945226369340766
tt,1.8,27.0,1.7,1,1,262500000,0.0002089236736179845503862403440
tt,1.8,27.0,1.3,1,0,142500000,0.0001642465617129071773205669858
sf,1.8,27.0,1.4,0,0,122500000,0.0001350371929801754956126096848
tt,1.8,27.0,1.3,1,0,142500000,0.0001640097623615909602259943501
sf,1.8,27.0,1.4,0,0,125000000,0.0001412990080278493037674058149
ss,1.8,27.0,1.4,0,0,105000000,0.0001232892480384440388990275243
ss,1.8,27.0,1.4,0,0,105000000,0.0001285206444928376790580235494
ss,1.8,27.0,1.8,0,1,155000000,0.0001466876252853928651783705407
ss,1.8,27.0,1.8,0,1,155000000,0.0001507556891998950026249343766
fs,1.8,27.0,1.8,0,0,147500000,0.0002007334408002799930001749956
fs,1.8,27.0,1.4,0,0,137500000,0.0001825813554320891977700557486
fs,1.8,27.0,1.4,0,0,135000000,0.0001824036040449988750281242969
fs,1.8,27.0,1.8,0,0,150000000,0.0001982887380342241443963900902
sf,1.8,27.0,1.7,1,0,147500000,0.0001469319897216569585760355991
ff,1.8,27.0,1.3,1,1,347500000,0.0002610377866030599235019124522
ff,1.8,27.0,1.3,1,1,352500000,0.0002663094341381715457113572161
tt,1.8,27.0,1.8,0,0,142500000,0.0001752749696762580935476613085
ff,1.8,27.0,1.7,1,0,195000000,0.0002255324148555536111597210070
sf,1.8,27.0,1.7,1,0,147500000,0.0001431875306093597660058498538
tt,1.8,27.0,1.8,0,0,142500000,0.0001774812148362790930226744331
ff,1.8,27.0,1.7,1,0,195000000,0.0002171395964824629384265393365
sf,1.8,27.0,1.4,0,1,182500000,0.0001575385296387340316492087698
tt,1.8,27.0,1.3,1,1,250000000,0.0001915507874652883677908052299
sf,1.8,27.0,1.4,0,1,182500000,0.0001584764077515312117197070073
tt,1.8,27.0,1.3,1,1,250000000,0.0001948260942254193645158871028
ss,1.8,27.0,1.4,0,1,145000000,0.0001444274192712432189195270118
ss,1.8,27.0,1.4,0,1,142500000,0.0001388613385122371940701482463
ss,1.8,27.0,1.8,1,0,112500000,0.0001345316472119947001324966876
ss,1.8,27.0,1.8,1,0,105000000,0.0001362344142413689657758556036
fs,1.8,27.0,1.8,0,1,202500000,0.0002247671137761555961100972476
fs,1.8,27.0,1.4,0,1,172500000,0.0002016708360910227244318892028
fs,1.8,27.0,1.8,0,1,195000000,0.0002196293055623859403514912127
fs,1.8,27.0,1.4,0,1,185000000,0.0002026841347926551836204094898
sf,1.8,27.0,1.7,1,1,260000000,0.0001824463224233894152646183845
ff,1.8,27.0,1.4,0,0,165000000,0.0002013680651068973275668108297
tt,1.8,27.0,1.8,0,1,212500000,0.0001932148898976275593110172246
ff,1.8,27.0,1.4,0,0,165000000,0.0001984833549398015049623759406
sf,1.8,27.0,1.7,1,1,262500000,0.0001786110042632184195395115122
tt,1.8,27.0,1.8,0,1,207500000,0.0001967965734211644708882277943
ff,1.8,27.0,1.7,1,1,362500000,0.0002725587678201794955126121847
sf,1.8,27.0,1.4,1,0,142500000,0.0001446766698558786030349241269
tt,1.8,27.0,1.4,0,0,135000000,0.0001657606496503337416564585885
sf,1.8,27.0,1.4,1,0,142500000,0.0001393586839494762630934226644
ff,1.8,27.0,1.7,1,1,362500000,0.0002768930282006949826254343641
tt,1.8,27.0,1.4,0,0,135000000,0.0001648740295294367640808979776
ss,1.8,27.0,1.4,1,0,102500000,0.0001299513366843078923026924327
ss,1.8,27.0,1.4,1,0,102500000,0.0001305910824974125646858828529
ss,1.8,27.0,1.8,1,1,160000000,0.0001493219127424564385890352741
ss,1.8,27.0,1.8,1,1,160000000,0.0001488549662911677208069798255
fs,1.8,27.0,1.8,1,0,130000000,0.0001952715988208794780130496738
fs,1.8,27.0,1.4,1,0,120000000,0.0001802592672196195095122621934
fs,1.8,27.0,1.8,1,0,137500000,0.0002042668515429114272143196420
fs,1.8,27.0,1.4,1,0,130000000,0.0001852659054292142696432589185
sf,1.8,27.0,1.8,0,0,130000000,0.0001401852722762680932976675583
tt,1.8,27.0,1.8,1,0,155000000,0.0001790140274690632734181645459
ff,1.8,27.0,1.4,0,1,252500000,0.0002325739231477713057173570661
sf,1.8,27.0,1.8,0,0,130000000,0.0001396299027125821854453638659
ff,1.8,27.0,1.4,0,1,252500000,0.0002332496385620609484762880928
tt,1.8,27.0,1.8,1,0,157500000,0.0001764168435995100122496937577
ff,1.8,27.0,1.8,0,0,175000000,0.0002136520931307217319567010825
sf,1.8,27.0,1.4,1,1,255000000,0.0001743880452764430889227769306
tt,1.8,27.0,1.4,0,1,197500000,0.0001842783185840603984900377491
sf,1.8,27.0,1.4,1,1,255000000,0.0001801068701469963250918727032
ss,1.8,27.0,1.4,1,1,152500000,0.0001391556854739881502962425939
tt,1.8,27.0,1.4,0,1,200000000,0.0001834602705520361990950226244
ff,1.8,27.0,1.8,0,0,175000000,0.0002078701657102322441938951526
ss,1.8,27.0,1.4,1,1,137500000,0.0001387827840774230644233894153
sf,1.8,27.0,1.1,0,0,112500000,0.0001282362790173495662608434789
sf,1.8,27.0,1.1,0,0,110000000,0.0001274859940448238794030149246
fs,1.8,27.0,1.8,1,1,215000000,0.0002247325726210344741381465463
fs,1.8,27.0,1.4,1,1,182500000,0.0002091973298736531586710332242
fs,1.8,27.0,1.8,1,1,195000000,0.0002216604727805804854878628034
fs,1.8,27.0,1.4,1,1,180000000,0.0002020675146784080397990050249
sf,1.8,27.0,1.8,0,1,187500000,0.0001614152012597935051623709407
ff,1.8,27.0,1.4,1,0,187500000,0.0002172968010663733406664833379
tt,1.8,27.0,1.8,1,1,247500000,0.0002048109832798180045498862528
sf,1.8,27.0,1.8,0,1,187500000,0.0001637269630573735656608584785
tt,1.8,27.0,1.8,1,1,270000000,0.0002153518631314717132071698208
ff,1.8,27.0,1.4,1,0,187500000,0.0002115388195480112997175070623
sf,1.8,27.0,1.5,0,0,125000000,0.0001362198561840703982400439989
tt,1.8,27.0,1.4,1,0,147500000,0.0001663951863034174145646358841
sf,1.8,27.0,1.5,0,0,125000000,0.0001409842144829379265518362041
ss,1.8,27.0,1.5,0,0,107500000,0.0001319372708698782530436739082
ss,1.8,27.0,1.5,0,0,107500000,0.0001299484024289717757056073598
tt,1.8,27.0,1.4,1,0,150000000,0.0001723526379649008774780630484
ff,1.8,27.0,1.8,0,1,265000000,0.0002486851394616134596635084123
ff,1.8,27.0,1.8,0,1,265000000,0.0002400524728862278443038924027
sf,1.8,27.0,1.1,0,1,162500000,0.0001471982735816604584885377866
sf,1.8,27.0,1.1,0,1,162500000,0.0001396060902254693632659183520
ff,1.8,27.0,1.1,0,0,140000000,0.0001796152596190595235119122022
fs,1.8,27.0,1.5,0,0,140000000,0.0001866773566012599685007874803
fs,1.8,27.0,1.5,0,0,140000000,0.0001898349335521861953451163721
