corner,vdd,temp,vcont,s0,s1,freq,current
sf,1.8,27.0,1.8,1,0,147500000,0.0001503239517738306542336441589
ss,1.8,27.0,1.1,0,0,85000000.0,0.0001100741323784930376740581485
ff,1.8,27.0,1.1,0,0,140000000,0.0001853208027880302992425189370
sf,1.8,27.0,1.8,1,0,147500000,0.0001486432500234994125146871328
ss,1.8,27.0,1.1,0,0,85000000.0,0.0001111939258114872128196795080
ff,1.8,27.0,1.4,1,1,350000000,0.0002673376333487662808429789255
sf,1.8,27.0,1.5,0,1,185000000,0.0001586547407446813829654258644
ss,1.8,27.0,1.5,0,1,142500000,0.0001434780473381415464613384665
ss,1.8,27.0,1.5,0,1,145000000,0.0001410092092923676908077298068
sf,1.8,27.0,1.5,0,1,182500000,0.0001572918578284542886427839304
tt,1.8,27.0,1.4,1,1,247500000,0.0001992194522933426664333391665
ff,1.8,27.0,1.4,1,1,355000000,0.0002649354634081147971300717482
tt,1.8,27.0,1.4,1,1,255000000,0.0001991775648132546686332841679
ff,1.8,27.0,1.8,1,0,197500000,0.0002237097396851078723031924202
ff,1.8,27.0,1.8,1,0,197500000,0.0002200056810444488887777805555
sf,1.8,27.0,1.1,1,0,130000000,0.0001331115350371740706482337942
sf,1.8,27.0,1.1,1,0,127500000,0.0001307383818647533811654708632
fs,1.8,27.0,1.5,0,1,200000000,0.0002076929267974050648733781655
fs,1.8,27.0,1.5,0,1,192500000,0.0002091048394431639209019774506
ff,1.8,27.0,1.1,0,1,220000000,0.0002068977299898502537436564086
ss,1.8,27.0,1.1,0,1,120000000,0.0001236341054111897202569935752
sf,1.8,27.0,1.8,1,1,260000000,0.0001795876663638409039774005650
ss,1.8,27.0,1.1,0,1,122500000,0.0001223412744770630734231644209
sf,1.8,27.0,1.8,1,1,262500000,0.0001823299222878678033049173771
ff,1.8,27.0,1.1,0,1,217500000,0.0002056216432753181170470738232
ss,1.8,27.0,1.5,1,0,105000000,0.0001299905068987775305617359566
ss,1.8,27.0,1.5,1,0,105000000,0.0001299826139119772005699857504
sf,1.8,27.0,1.5,1,0,145000000,0.0001440274964560885977850553736
ff,1.8,27.0,1.5,0,0,167500000,0.0002046810242666933326666833329
tt,1.8,27.0,1.5,0,0,137500000,0.0001666563991415464613384665383
sf,1.8,27.0,1.5,1,0,145000000,0.0001432637435196870078248043799
tt,1.8,27.0,1.5,0,0,137500000,0.0001666430295781105472363190920
ff,1.8,27.0,1.5,0,0,170000000,0.0002082004682281442963925901852
sf,1.8,27.0,1.1,1,1,227500000,0.0001691368347823304417389565261
ff,1.8,27.0,1.8,1,1,367500000,0.0002770004948391290217744556386
ff,1.8,27.0,1.8,1,1,362500000,0.0002772265249620509487262818430
sf,1.8,27.0,1.1,1,1,235000000,0.0001595359226403089922751931202
fs,1.8,27.0,1.5,1,0,127500000,0.0001919644301478713032174195645
fs,1.8,27.0,1.5,1,0,117500000,0.0001913900173215669608259793505
ss,1.8,27.0,1.1,1,0,87500000.0,0.0001094920517365240868978275543
ff,1.8,27.0,1.1,1,0,160000000,0.0001915216778226544336391590210
fs,1.8,27.0,1.1,0,0,102500000,0.0001437295862927176820579485513
ss,1.8,27.0,1.1,1,0,87500000.0,0.0001122012966701682457938551536
fs,1.8,27.0,1.1,0,0,102500000,0.0001437125544584885377865553361
ff,1.8,27.0,1.1,1,0,157500000,0.0001949965255296117597060073498
ss,1.8,27.0,1.5,1,1,160000000,0.0001434973642179445513862153446
ss,1.8,27.0,1.5,1,1,160000000,0.0001477546162982175445613859654
sf,1.8,27.0,1.5,1,1,257500000,0.0001795182937527311817204569886
tt,1.8,27.0,1.5,0,1,200000000,0.0001856929798772280692982675433
sf,1.8,27.0,1.5,1,1,260000000,0.0001769349491284717882052948676
ff,1.8,27.0,1.5,0,1,257500000,0.0002369789524617384565385865353
tt,1.8,27.0,1.5,0,1,202500000,0.0001896628921452463688407789805
ff,1.8,27.0,1.5,0,1,257500000,0.0002440230547129321766955826104
sf,1.8,27.0,1.2,0,0,117500000,0.0001306665287332816679583010425
tt,1.8,27.0,1.1,0,0,110000000,0.0001426665115490612734681632959
tt,1.8,27.0,1.1,0,0,112500000,0.0001453557907919802004949876253
sf,1.8,27.0,1.2,0,0,117500000,0.0001363593232672683182920426989
ss,1.8,27.0,1.1,1,1,145000000,0.0001277019318850003749906252344
fs,1.8,27.0,1.5,1,1,175000000,0.0002150071827416814579635509112
fs,1.8,27.0,1.5,1,1,202500000,0.0002151613653537911552211194720
ss,1.8,27.0,1.1,1,1,135000000,0.0001230691706593585160370990725
fs,1.8,27.0,1.1,0,1,152500000,0.0001636887247436064098397540061
fs,1.8,27.0,1.1,0,1,155000000,0.0001634749023243918902027449314
ff,1.8,27.0,1.1,1,1,310000000,0.0002414347246386840328991775206
ss,1.8,27.0,1.6,0,0,110000000,0.0001324422925616609584760380990
ss,1.8,27.0,1.6,0,0,110000000,0.0001299298612762680932976675583
ff,1.8,27.0,1.1,1,1,307500000,0.0002377506096675583110422239444
sf,1.8,27.0,1.6,0,0,127500000,0.0001420911093849903752406189845
sf,1.8,27.0,1.6,0,0,127500000,0.0001337723868592035199120021999
tt,1.8,27.0,1.5,1,0,150000000,0.0001705415700222244443888902777
tt,1.8,27.0,1.5,1,0,147500000,0.0001698510475005124871878203045
ff,1.8,27.0,1.5,1,0,192500000,0.0002187731569562260943476413090
sf,1.8,27.0,1.2,0,1,172500000,0.0001542529728174045648858778531
ff,1.8,27.0,1.5,1,0,192500000,0.0002073170432761180970475738107
tt,1.8,27.0,1.1,0,1,167500000,0.0001582397144141146471338216545
tt,1.8,27.0,1.1,0,1,167500000,0.0001592581102486187845303867403
sf,1.8,27.0,1.2,0,1,175000000,0.0001515998400594235144121396965
ss,1.8,27.0,1.2,0,0,95000000.0,0.0001190281393030849228769280768
fs,1.8,27.0,1.6,0,0,145000000,0.0001947336614969125771855703607
ss,1.8,27.0,1.2,0,0,95000000.0,0.0001186661157893602659933501662
fs,1.8,27.0,1.6,0,0,145000000,0.0001895762469011274718132046699
fs,1.8,27.0,1.1,1,0,102500000,0.0001570790212039949001274968126
fs,1.8,27.0,1.1,1,0,102500000,0.0001455794450798480037999050024
ss,1.8,27.0,1.6,0,1,147500000,0.0001463367292945676358091047724
ff,1.8,27.0,1.2,0,0,152500000,0.0001885925353610409739756506087
ss,1.8,27.0,1.6,0,1,147500000,0.0001431372113930151746206344841
sf,1.8,27.0,1.6,0,1,187500000,0.0001570498248671033224169395765
ff,1.8,27.0,1.2,0,0,152500000,0.0001835881156489087772805679858
sf,1.8,27.0,1.6,0,1,187500000,0.0001567657515510362240943976401
tt,1.8,27.0,1.5,1,1,250000000,0.0001996240594713132171695707607
tt,1.8,27.0,1.5,1,1,260000000,0.0002071968705648358791030224244
sf,1.8,27.0,1.2,1,0,132500000,0.0001408801627488562785930351741
ff,1.8,27.0,1.5,1,1,347500000,0.0002645334020704232394190145246
tt,1.8,27.0,1.1,1,0,122500000,0.0001496227758362290942726431839
tt,1.8,27.0,1.1,1,0,125000000,0.0001466099015682607934801629959
sf,1.8,27.0,1.2,1,0,137500000,0.0001358112426988075298117547061
ff,1.8,27.0,1.5,1,1,350000000,0.0002664316248098297542561435964
ss,1.8,27.0,1.2,0,1,135000000,0.0001278160295539211519712007200
ss,1.8,27.0,1.2,0,1,135000000,0.0001294492803199170020749481263
fs,1.8,27.0,1.6,0,1,192500000,0.0002124282951457963550911227219
fs,1.8,27.0,1.6,0,1,200000000,0.0002152141364641383965400864978
fs,1.8,27.0,1.1,1,1,147500000,0.0001639619466282342941426464338
fs,1.8,27.0,1.1,1,1,150000000,0.0001659089292321941951451213720
ss,1.8,27.0,1.6,1,0,105000000,0.0001319612367246568835779105522
ss,1.8,27.0,1.6,1,0,110000000,0.0001278648909246543836404089898
ff,1.8,27.0,1.2,0,1,235000000,0.0002201158731999200019999500012
sf,1.8,27.0,1.6,1,0,145000000,0.0001496495027480312992175195620
sf,1.8,27.0,1.6,1,0,145000000,0.0001460676361000474988125296868
tt,1.8,27.0,1.6,0,0,140000000,0.0001727342105045623859403514912
ff,1.8,27.0,1.2,0,1,235000000,0.0002205938365150871228219294518
tt,1.8,27.0,1.6,0,0,140000000,0.0001715389131644708882277943051
ff,1.8,27.0,1.6,0,0,170000000,0.0002109713181968450788730281743
sf,1.8,27.0,1.2,1,1,247500000,0.0001701411108337041573960650984
tt,1.8,27.0,1.1,1,1,225000000,0.0001784221134923376915577110572
tt,1.8,27.0,1.1,1,1,225000000,0.0001838461521272968175795605110
sf,1.8,27.0,1.2,1,1,247500000,0.0001686072577882052948676283093
ss,1.8,27.0,1.2,1,0,97500000.0,0.0001159774588164695882602934927
ff,1.8,27.0,1.6,0,0,172500000,0.0002062170563379665508362290943
ss,1.8,27.0,1.2,1,0,100000000,0.0001220883020470488237794055149
fs,1.8,27.0,1.6,1,0,132500000,0.0001924286427121571960700982475
fs,1.8,27.0,1.6,1,0,130000000,0.0001947304121934201644958876028
fs,1.8,27.0,1.2,0,0,120000000,0.0001672752473595160120996975076
fs,1.8,27.0,1.2,0,0,120000000,0.0001625367184460388490287742806
ss,1.8,27.0,1.6,1,1,165000000,0.0001481618478063298417539561511
ss,1.8,27.0,1.6,1,1,157500000,0.0001429566665074623134421639459
ff,1.8,27.0,1.2,1,0,175000000,0.0001983704191219969500762480938
sf,1.8,27.0,1.6,1,1,255000000,0.0001776949537772305692357691058
sf,1.8,27.0,1.6,1,1,260000000,0.0001811458389236519087022824429
tt,1.8,27.0,1.6,0,1,205000000,0.0001882936856906077348066298343
tt,1.8,27.0,1.6,0,1,205000000,0.0001878529063375665608359791005
ff,1.8,27.0,1.2,1,0,175000000,0.0001988354558665033374165645859
sf,1.8,27.0,1.3,0,0,120000000,0.0001377232829459513512162195945
tt,1.8,27.0,1.2,0,0,122500000,0.0001535216266429839254018649534
tt,1.8,27.0,1.2,0,0,122500000,0.0001555287652743431414214644634
sf,1.8,27.0,1.3,0,0,122500000,0.0001361173524444888877778055549
ss,1.8,27.0,1.2,1,1,145000000,0.0001349446182181945451363715907
ff,1.8,27.0,1.6,0,1,260000000,0.0002423703719203019924501887453
ss,1.8,27.0,1.2,1,1,137500000,0.0001315938813765155871103222419
ff,1.8,27.0,1.6,0,1,260000000,0.0002371796772571685707857303567
fs,1.8,27.0,1.6,1,1,162500000,0.0002071155603382915427114322142
fs,1.8,27.0,1.6,1,1,182500000,0.0002155689191171470713232169196
fs,1.8,27.0,1.2,0,1,165000000,0.0001806099855521611959701007475
fs,1.8,27.0,1.2,0,1,167500000,0.0001813199371621959451013724657
ss,1.8,27.0,1.7,0,0,112500000,0.0001307365623844153896152596185
ss,1.8,27.0,1.7,0,0,110000000,0.0001322407969469013274668133297
sf,1.8,27.0,1.7,0,0,127500000,0.0001427925714179145521361965951
sf,1.8,27.0,1.7,0,0,130000000,0.0001414653197337066573335666608
tt,1.8,27.0,1.6,1,0,152500000,0.0001728409551827454313642158946
ff,1.8,27.0,1.2,1,1,330000000,0.0002500238092205194870128246794
tt,1.8,27.0,1.6,1,0,150000000,0.0001719396105041873953151171221
sf,1.8,27.0,1.3,0,1,180000000,0.0001557459408167795805104872378
tt,1.8,27.0,1.2,0,1,185000000,0.0001737137445745106372340691483
ss,1.8,27.0,1.3,0,0,100000000,0.0001232884711974150646233844154
tt,1.8,27.0,1.2,0,1,182500000,0.0001724921028188295292617684558
ff,1.8,27.0,1.2,1,1,332500000,0.0002483426638824279393015174621
sf,1.8,27.0,1.3,0,1,180000000,0.0001549330748045048873778155546
ff,1.8,27.0,1.6,1,0,192500000,0.0002193872092438439039024024399
ss,1.8,27.0,1.3,0,0,102500000,0.0001239761288255043623909402265
ff,1.8,27.0,1.6,1,0,195000000,0.0002147205273699157521061973451
fs,1.8,27.0,1.2,1,0,115000000,0.0001605930160499487512812179696
fs,1.8,27.0,1.7,0,0,147500000,0.0001944724643619909502262443439
fs,1.8,27.0,1.7,0,0,147500000,0.0001944833679754256143596410090
fs,1.8,27.0,1.2,1,0,110000000,0.0001619407704153896152596185095
ss,1.8,27.0,1.7,0,1,147500000,0.0001462004055895852603684907877
ss,1.8,27.0,1.7,0,1,145000000,0.0001438125350747981300467488313
sf,1.8,27.0,1.7,0,1,185000000,0.0001618049472899677508062298443
sf,1.8,27.0,1.7,0,1,187500000,0.0001610519775937101572460688483
tt,1.8,27.0,1.6,1,1,262500000,0.0002076824662052198695032624184
tt,1.8,27.0,1.6,1,1,260000000,0.0002085593440149746256343591410
ff,1.8,27.0,1.3,0,0,160000000,0.0001988464370526986825329366766
sf,1.8,27.0,1.3,1,0,140000000,0.0001399650809879503012424689383
ss,1.8,27.0,1.3,0,1,137500000,0.0001336005341917202069948251294
tt,1.8,27.0,1.2,1,0,135000000,0.0001534339540957226069348266293
sf,1.8,27.0,1.3,1,0,137500000,0.0001388328616388590285242868928
tt,1.8,27.0,1.2,1,0,137500000,0.0001601501811074723131921701957
ff,1.8,27.0,1.3,0,0,160000000,0.0001998022408129046773830654234
ss,1.8,27.0,1.3,0,1,137500000,0.0001365499412975675608109797255
ff,1.8,27.0,1.6,1,1,357500000,0.0002679508916336091597710057249
fs,1.8,27.0,1.7,0,1,200000000,0.0002186624810168245793855153621
fs,1.8,27.0,1.2,1,1,167500000,0.0001852933158481037974050648734
fs,1.8,27.0,1.7,0,1,197500000,0.0002117654729164270893227669308
ss,1.8,27.0,1.7,1,0,105000000,0.0001307491004403389915252118697
fs,1.8,27.0,1.2,1,1,162500000,0.0001783172251132721681957951051
ff,1.8,27.0,1.6,1,1,365000000,0.0002767753517122321941951451214
ss,1.8,27.0,1.7,1,0,112500000,0.0001355698516330091747706307342
sf,1.8,27.0,1.7,1,0,147500000,0.0001456010606120096997575060623
sf,1.8,27.0,1.7,1,0,145000000,0.0001471271900645983850403739907
tt,1.8,27.0,1.7,0,0,142500000,0.0001699862550665733356666083348
tt,1.8,27.0,1.7,0,0,142500000,0.0001663857077916302092447688808
ss,1.8,27.0,1.3,1,0,100000000,0.0001259243524831879203019924502
sf,1.8,27.0,1.3,1,1,252500000,0.0001747655654885377865553361166
ff,1.8,27.0,1.3,0,1,245000000,0.0002293931097811554711132221694
sf,1.8,27.0,1.3,1,1,252500000,0.0001763498917743056423589410265
tt,1.8,27.0,1.2,1,1,235000000,0.0001823388098559036024099397515
tt,1.8,27.0,1.2,1,1,245000000,0.0001890440143801654958626034349
ss,1.8,27.0,1.3,1,0,100000000,0.0001211852952080897977550561236
ff,1.8,27.0,1.3,0,1,245000000,0.0002260859199070273243168920777
fs,1.8,27.0,1.7,1,0,125000000,0.0001909913121901952451188720282
ff,1.8,27.0,1.7,0,0,175000000,0.0002089712177240318992025199370
fs,1.8,27.0,1.3,0,0,130000000,0.0001719419835694357641058973526
fs,1.8,27.0,1.7,1,0,132500000,0.0001961677275166870828229294268
ss,1.8,27.0,1.7,1,1,162500000,0.0001484559195726856828579285518
fs,1.8,27.0,1.3,0,0,130000000,0.0001749432422345691357716057099
ss,1.8,27.0,1.7,1,1,165000000,0.0001463562872506437339066523337
ff,1.8,27.0,1.7,0,0,172500000,0.0002086125375352116197095072623
sf,1.8,27.0,1.7,1,1,262500000,0.0001811860626826079348016299593
sf,1.8,27.0,1.7,1,1,262500000,0.0001797115633705907352316192095
ss,1.8,27.0,1.3,1,1,160000000,0.0001424441305847353816154596135
tt,1.8,27.0,1.7,0,1,210000000,0.0001957851648658783530411739707
tt,1.8,27.0,1.7,0,1,207500000,0.0001974882728701782455438614035
sf,1.8,27.0,1.4,0,0,125000000,0.0001363890630421489462763430914
sf,1.8,27.0,1.4,0,0,122500000,0.0001348401005133121671958201045
tt,1.8,27.0,1.3,0,0,130000000,0.0001668186337390815229619259519
ss,1.8,27.0,1.3,1,1,155000000,0.0001405635274993875153121171971
tt,1.8,27.0,1.3,0,0,130000000,0.0001642077666201344966375840604
ff,1.8,27.0,1.3,1,0,182500000,0.0002081286476050348741281467963
ss,1.8,27.0,1.8,0,0,112500000,0.0001393704960462238444038899028
ff,1.8,27.0,1.3,1,0,182500000,0.0002086126456235844103897402565
fs,1.8,27.0,1.7,1,1,172500000,0.0002143470873931901702457438564
fs,1.8,27.0,1.3,0,1,182500000,0.0001926616068588535286617834554
fs,1.8,27.0,1.7,1,1,137500000,0.0001997753274759631009224769381
ss,1.8,27.0,1.8,0,0,112500000,0.0001336961432539186520336991575
ff,1.8,27.0,1.7,0,1,265000000,0.0002421531646389340266493337667
fs,1.8,27.0,1.3,0,1,180000000,0.0001888463336829329266768330792
ff,1.8,27.0,1.7,0,1,262500000,0.0002352117987325816854578635534
sf,1.8,27.0,1.8,0,0,130000000,0.0001436155942505187370315742106
sf,1.8,27.0,1.8,0,0,130000000,0.0001438042602523436914077148071
ss,1.8,27.0,1.4,0,0,105000000,0.0001287959117123821904452388690
tt,1.8,27.0,1.7,1,0,152500000,0.0001730592062320941976450588735
tt,1.8,27.0,1.7,1,0,155000000,0.0001741865774905377365565860853
sf,1.8,27.0,1.4,0,1,180000000,0.0001529283320668733281667958301
ss,1.8,27.0,1.4,0,0,105000000,0.0001318307338034799130021749456
sf,1.8,27.0,1.4,0,1,182500000,0.0001550407299976000599985000375
tt,1.8,27.0,1.3,0,1,195000000,0.0001778173352842178945526361841
tt,1.8,27.0,1.3,0,1,195000000,0.0001767985127169320766980825479
ff,1.8,27.0,1.3,1,1,342500000,0.0002549074885492862678433039174
ss,1.8,27.0,1.8,0,1,155000000,0.0001487397805484612884677883053
fs,1.8,27.0,1.8,0,0,150000000,0.0001977441359642758931026724332
ss,1.8,27.0,1.8,0,1,152500000,0.0001473460434551636209094772631
fs,1.8,27.0,1.8,0,0,147500000,0.0002044047566144346391340216495
fs,1.8,27.0,1.3,1,0,127500000,0.0001756671023883152921176970576
ff,1.8,27.0,1.3,1,1,350000000,0.0002637507759505512362190945226
fs,1.8,27.0,1.3,1,0,120000000,0.0001733473144265393365165870853
ff,1.8,27.0,1.7,1,0,197500000,0.0002247305467423814404639884003
ff,1.8,27.0,1.7,1,0,195000000,0.0002196844003918902027449313767
sf,1.8,27.0,1.8,0,1,187500000,0.0001564401976088847778805529862
ss,1.8,27.0,1.4,0,1,145000000,0.0001433811605491112722181945451
tt,1.8,27.0,1.7,1,1,262500000,0.0002121837789056773580660483488
sf,1.8,27.0,1.4,1,0,142500000,0.0001441652002515437114072148196
ss,1.8,27.0,1.4,0,1,147500000,0.0001399324717734306642333941651
sf,1.8,27.0,1.4,1,0,142500000,0.0001459805813844153896152596185
tt,1.8,27.0,1.7,1,1,245000000,0.0002001648938192295192620184495
tt,1.8,27.0,1.3,1,0,140000000,0.0001680798421020974475638109047
tt,1.8,27.0,1.3,1,0,140000000,0.0001656819228873528161795955101
ss,1.8,27.0,1.8,1,0,107500000,0.0001288803146917602059948501287
ss,1.8,27.0,1.8,1,0,107500000,0.0001365878362039449013774655634
ff,1.8,27.0,1.4,0,0,165000000,0.0002028155470995725106872328192
fs,1.8,27.0,1.8,0,1,202500000,0.0002166529273844903877403064923
fs,1.8,27.0,1.8,0,1,190000000,0.0002186182740534986625334366641
fs,1.8,27.0,1.3,1,1,182500000,0.0001995821614411889702757431064
fs,1.8,27.0,1.3,1,1,190000000,0.0001981131689410764730881727957
ff,1.8,27.0,1.4,0,0,165000000,0.0002010275550266493337666558336
ff,1.8,27.0,1.7,1,1,367500000,0.0002734098083384915377115572111
sf,1.8,27.0,1.8,1,0,147500000,0.0001477157104801629959251018725
ss,1.8,27.0,1.4,1,0,107500000,0.0001294547363736906577335566611
ff,1.8,27.0,1.7,1,1,360000000,0.0002674655000495237619059523512
ss,1.8,27.0,1.4,1,0,105000000,0.0001286030538868278293042673933
tt,1.8,27.0,1.8,0,0,142500000,0.0001724621105974850628734281643
tt,1.8,27.0,1.8,0,0,142500000,0.0001766327183207169820754481138
sf,1.8,27.0,1.4,1,1,257500000,0.0001756536938962775930601734957
sf,1.8,27.0,1.4,1,1,260000000,0.0001765971613497412564685882853
tt,1.8,27.0,1.3,1,1,250000000,0.0001954410478197545061373465663
tt,1.8,27.0,1.3,1,1,250000000,0.0001939467956262093447663808405
ss,1.8,27.0,1.8,1,1,167500000,0.0001521916622183445413864653384
ss,1.8,27.0,1.8,1,1,167500000,0.0001525634940254743631409214770
fs,1.8,27.0,1.8,1,0,137500000,0.0001972668636043098922526936827
fs,1.8,27.0,1.8,1,0,130000000,0.0001974758178432289192770180745
ff,1.8,27.0,1.4,0,1,252500000,0.0002304032047340566485837854054
fs,1.8,27.0,1.4,0,0,135000000,0.0001789173063711157221069473263
fs,1.8,27.0,1.4,0,0,135000000,0.0001807281195801604959876003100
ff,1.8,27.0,1.4,0,1,255000000,0.0002273580158461788455288617785
ff,1.8,27.0,1.8,0,0,175000000,0.0002156561272200194995125121872
ss,1.8,27.0,1.4,1,1,150000000,0.0001396222466915327116822079448
sf,1.8,27.0,1.8,1,1,257500000,0.0001802000196782080447988800280
ff,1.8,27.0,1.8,0,0,175000000,0.0002141580973540911477213069673
ss,1.8,27.0,1.4,1,1,157500000,0.0001427081203591910202244943876
tt,1.8,27.0,1.8,0,1,207500000,0.0001877477258890777730556736082
tt,1.8,27.0,1.8,0,1,212500000,0.0001999965422689932751681207970
tt,1.8,27.0,1.4,0,0,132500000,0.0001689149380345491362715932102
tt,1.8,27.0,1.4,0,0,132500000,0.0001646361900489487762805929852
sf,1.8,27.0,1.8,0,1,192500000,0.0001642112452571935701607459814
fs,1.8,27.0,1.8,1,1,195000000,0.0002279826895665358366040848979
fs,1.8,27.0,1.8,1,1,182500000,0.0002182504753391415214619634509
ff,1.8,27.0,1.4,1,0,187500000,0.0002099107017963550911227219320
fs,1.8,27.0,1.4,0,1,180000000,0.0001981670329831004224894377641
fs,1.8,27.0,1.4,0,1,190000000,0.0002035952981563710907227319317
ff,1.8,27.0,1.4,1,0,185000000,0.0002112049182114947126321841954
ff,1.8,27.0,1.8,0,1,265000000,0.0002431073359328516787080322992
ff,1.8,27.0,1.8,0,1,267500000,0.0002438135078050548736281592960
tt,1.8,27.0,1.8,1,0,155000000,0.0001746827807549561260968475788
tt,1.8,27.0,1.8,1,0,155000000,0.0001782288642354191145221369466
sf,1.8,27.0,1.8,1,0,147500000,0.0001487418487278318042048948776
tt,1.8,27.0,1.4,0,1,195000000,0.0001848246393075923101922451939
tt,1.8,27.0,1.4,0,1,195000000,0.0001824974539481262968425789355
fs,1.8,27.0,1.4,1,0,122500000,0.0001802202486099847503812404690
fs,1.8,27.0,1.4,1,0,127500000,0.0001815408856193095172620684483
ff,1.8,27.0,1.4,1,1,350000000,0.0002691458655613859653508662283
ff,1.8,27.0,1.4,1,1,350000000,0.0002650892903398415039624009400
ff,1.8,27.0,1.8,1,0,197500000,0.0002155356378572035699107522312
tt,1.8,27.0,1.8,1,1,267500000,0.0002092368517312567185820354491
tt,1.8,27.0,1.8,1,1,262500000,0.0002154269942510937226569335767
ff,1.8,27.0,1.8,1,0,197500000,0.0002164362089519512012199695008
tt,1.8,27.0,1.4,1,0,147500000,0.0001700399807177320566985825354
sf,1.8,27.0,1.8,1,1,257500000,0.0001799159311577710557236069098
tt,1.8,27.0,1.4,1,0,147500000,0.0001649604461346716332091697708
fs,1.8,27.0,1.4,1,1,200000000,0.0002081627388301292467688307792
fs,1.8,27.0,1.4,1,1,195000000,0.0002060586504099897502562435939
ff,1.8,27.0,1.8,1,1,357500000,0.0002757383394210894727631809205
ff,1.8,27.0,1.8,1,1,360000000,0.0002759326780945976350591235219
tt,1.8,27.0,1.4,1,1,255000000,0.0002011496605561610959726006850
tt,1.8,27.0,1.4,1,1,252500000,0.0002031626505584110397240068998
